"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","점포구분명",
"2943","대규모점포","08_25_01_P","3340000","2000334001707500014","1996-11-07","2006-06-27","04","취소/말소/만료/정지/중지","4","직권취소","","","","","005102620180","3118","","부산광역시 사하구 다대동 680-2호","부산광역시 사하구 다대동로 20 (다대동)","604-824","다대씨파크","2014-01-02 11:29:34","I","2018-08-31 23:59:59","그 밖의 대규모점포","379834.721482881","174676.412428457","대규모점포",
"2944","대규모점포","08_25_01_P","3340000","1975334001707500002","1975-09-15","2010-02-04","04","취소/말소/만료/정지/중지","4","직권취소","","","","","051 2919091","0","","부산광역시 사하구 감천동 471호","부산광역시 사하구 옥천로 8 (감천동)","","감천시장","2013-05-30 15:29:15","I","2018-08-31 23:59:59","시장","382824.456436263","178416.560578377","대규모점포",
"2945","대규모점포","08_25_01_P","3340000","2000334001707500001","1969-09-10","2012-04-06","04","취소/말소/만료/정지/중지","4","직권취소","","","","","005102915091","0","","부산광역시 사하구 괴정동 1016-1호","부산광역시 사하구 낙동대로 203 (괴정동)","604-811","괴정시장","2014-01-02 10:21:30","I","2018-08-31 23:59:59","시장","381811.171878275","179710.997499038","대규모점포",
"2946","대규모점포","08_25_01_P","4050000","2002405024007500001","2002-05-31","","04","취소/말소/만료/정지/중지","4","직권취소","","","","","031-327-1052","10715.38","446-913","경기도 용인시기흥구 보정동 1019번지 237호 외 31필지","경기도 용인시 기흥구 용구대로 2457 (보정동,외 31필지)","","신세계이마트 구성점","2014-12-15 15:52:38","I","2018-08-31 23:59:59","대형마트","209271.840918768","422612.412300721","대규모점포",
"2947","대규모점포","08_25_01_P","4050000","2012405028807500001","2012-01-11","","04","취소/말소/만료/정지/중지","4","직권취소","","","","","031-321-7100","1970.7","449-925","경기도 용인시 처인구 김량장동 254번지 413호","경기도 용인시 처인구 금령로55번길 3 (김량장동)","449-925","용인농협파머스마켓","2014-12-15 15:50:23","I","2018-08-31 23:59:59","구분없음","217861.473236659","414842.294991122","준대규모점포",
"2948","대규모점포","08_25_01_P","4050000","2007405024007500001","2007-08-13","","04","취소/말소/만료/정지/중지","4","직권취소","","","","","031-679-0001","14835.21","446-765","경기도 용인시 기흥구 중동 쥬네브썬월드빌딩","경기도 용인시 기흥구 동백죽전대로 444 (중동)","446-765","쥬네브쇼핑몰","2014-12-15 16:12:43","I","2018-08-31 23:59:59","쇼핑센터","213383.977793755","419575.34117754","대규모점포",
"2949","대규모점포","08_25_01_P","4050000","2007405024007500002","2007-11-02","","04","취소/말소/만료/정지/중지","4","직권취소","","","","","031-289-0600","3184.69","446-515","경기도 용인시 기흥구 상하동 351번지","경기도 용인시 기흥구 중부대로 682 (상하동)","446-515","농협 하나로클럽 기흥점","2014-12-15 16:02:18","I","2018-08-31 23:59:59","대형마트","211994.061448131","418246.880193391","대규모점포",
"2950","대규모점포","08_25_01_P","4060000","2003406001307500001","2003-12-16","2006-06-21","04","취소/말소/만료/정지/중지","4","직권취소","","","","","031 9498000","0","","경기도 파주시 검산동 448번지 2호","경기도 파주시 검산로 301-22 (검산동)","","파주 농수산물 물류센타","2012-08-20 14:47:03","I","2018-08-31 23:59:59","그 밖의 대규모점포","176884.275578943","477393.927508944","대규모점포",
"2951","대규모점포","08_25_01_P","4070000","2000407001707500002","2000-05-03","","04","취소/말소/만료/정지/중지","4","직권취소","","","","","031 6448053","0","","경기도 이천시 증포동 47번지 4호","경기도 이천시 이섭대천로 1440-50 (증포동)","","(주)이마트 이천점","2018-11-30 13:58:13","U","2018-12-02 02:40:00","대형마트","240622.258190291","421449.129399305","대규모점포",
"2952","대규모점포","08_25_01_P","4070000","2012407008807500003","2012-06-26","","04","취소/말소/만료/정지/중지","4","직권취소","","","","","031-635-2121","576.67","467-800","경기도 이천시 중리동 213번지","경기도 이천시 중리천로 76 (중리동)","467-800","롯데슈퍼 이천중리가맹점","2018-11-30 13:55:16","U","2018-12-02 02:40:00","대형마트","239461.390091394","419701.557736528","준대규모점포",
"2953","대규모점포","08_25_01_P","4070000","2013407008807500001","2013-08-06","","04","취소/말소/만료/정지/중지","4","직권취소","","","","","031-640-0521","53512","467-821","경기도 이천시 호법면 단천리 산 48번지 1호","","","이천 롯데프리미엄 아울렛","2018-11-30 13:47:59","U","2018-12-02 02:40:00","복합쇼핑몰","","","대규모점포",
"2954","대규모점포","08_25_01_P","3220000","2001322008307500022","1994-06-15","2010-09-08","04","취소/말소/만료/정지/중지","4","직권취소","","","","","02 5550000","0","","서울특별시 강남구 일원동 647호","","","일원마트","2010-09-08 17:44:37","I","2018-08-31 23:59:59","그 밖의 대규모점포","207614.091005038","443297.031452896","",
"2955","대규모점포","08_25_01_P","3450000","1997345009907500001","1997-08-07","","03","폐업","3","폐업처리","2021-12-24","","","","053 350 8104","20207.18","","","대구광역시 북구 중앙대로 543 (칠성동2가)","702-853","홈플러스(주) 대구점","2021-12-28 11:25:52","U","2021-12-31 02:40:00","대형마트","344056.668545503","265774.185888783","대규모점포",
"2956","대규모점포","08_25_01_P","3450000","2013345009907500001","2013-08-13","","03","폐업","3","폐업처리","2021-02-25","","","","02-2145-8454","13878","702-062","대구광역시 북구 칠성동2가 725번지","대구광역시 북구 호암로 1 (칠성동2가)","702-062","롯데쇼핑(주)롯데마트 칠성점","2021-02-26 17:01:47","U","2021-02-28 02:40:00","대형마트","343627.713997116","265993.98420734","대규모점포",
"2957","대규모점포","08_25_01_P","3450000","2012345009907500001","2011-09-30","","03","폐업","3","폐업처리","2018-06-08","","","","053-312-5602","764.6","702-250","대구광역시 북구 동천동 927번지","대구광역시 북구 대천로17길 5 (동천동)","702-886","롯데쇼핑(주)롯데슈퍼동천점","2018-06-11 16:41:52","I","2018-08-31 23:59:59","그 밖의 대규모점포","340547.780848207","271944.939697366","준대규모점포",
"2958","대규모점포","08_25_01_P","3650000","1980365009107500001","1980-11-26","","03","폐업","3","폐업처리","2013-12-31","","","","2213000","12200.93","","","대전광역시 중구 중앙로 141 (선화동, 갤러리아백화점)","301-732","(주)한화갤러리 동백점","2014-01-10 16:33:49","I","2018-08-31 23:59:59","백화점","238091.595770377","314326.383622307","대규모점포",
"2959","대규모점포","08_25_01_P","3650000","1982365001507500005","1982-10-26","","03","폐업","3","폐업처리","2009-05-20","","","","585-1030","0","","대전광역시 중구 유천동 304-11호","","","유천종합소매시장","2009-05-20 11:27:01","I","2018-08-31 23:59:59","그 밖의 대규모점포","","","",
"2960","대규모점포","08_25_01_P","3650000","1984365011507500001","1984-01-23","","03","폐업","3","폐업처리","2022-11-15","","","","042-582-3822","4085.84","","대전광역시 중구 유천동 335번지 17호 (관계지번:유천동 335-5,6,7,8,9,10)","대전광역시 중구 대둔산로 518 (유천동)","34978","서부종합시장","2022-11-15 10:09:59","U","2022-11-17 02:40:00","그 밖의 대규모점포","234997.788059481","312771.236661075","대규모점포",
"2961","대규모점포","08_25_01_P","3650000","2010365010507500001","1994-12-09","","03","폐업","3","폐업처리","2014-02-28","","","","330-7100","6076","301-839","대전광역시 중구 은행동 143번지 1호","대전광역시 중구 중앙로156번길 16 (은행동)","","(주)지에스리테일 노벨리나 대전앤비점","2014-03-05 09:23:49","I","2018-08-31 23:59:59","쇼핑센터","238281.412103474","314245.245763956","대규모점포",
"2962","대규모점포","08_25_01_P","3650000","2011365011507500001","2011-08-12","","03","폐업","3","폐업처리","2015-04-30","","","","229-2060","1102","301-710","대전광역시 중구 문화1동 1번지 16호 세이백화점 지하1층","대전광역시 중구 계백로 1700 (문화동,세이백화점 지하1층)","","(주)지에스리테일 지에스슈퍼 대전세이점","2015-05-04 11:17:07","I","2018-08-31 23:59:59","구분없음","236652.169401097","313435.556285727","준대규모점포",
"2963","대규모점포","08_25_01_P","3650000","2011365011507500002","2011-08-12","","03","폐업","3","폐업처리","2014-02-10","","","","535-3001","1097","301-842","대전광역시 중구 유천2동 196번지 지하1층","대전광역시 중구 평촌로 84 (유천동,지하1층)","","(주)지에스리테일지에스슈퍼 대전태평점","2014-04-07 13:58:17","I","2018-08-31 23:59:59","구분없음","235551.453072937","313526.538289997","준대규모점포",
"2964","대규모점포","08_25_01_P","3320000","2007332007207500001","2007-04-23","","03","폐업","3","폐업처리","2009-09-17","","","","3375435","0","","부산광역시 북구 덕천동 397번지 1호 아남프라자상가","부산광역시 북구 금곡대로8번길 33 (덕천동,아남프라자상가)","","예스아울렛","2010-01-14 11:38:14","I","2018-08-31 23:59:59","쇼핑센터","382703.070316607","192096.317910797","",
"2965","대규모점포","08_25_01_P","3320000","2015332008807500001","2015-10-19","","03","폐업","3","폐업처리","2019-11-27","","","","051-510-4698","495.57","616-112","부산광역시 북구 만덕동 834번지","부산광역시 북구 덕천로276번길 60 (만덕동)","616-112","(주)지에스리테일 만덕동문점","2019-12-04 09:13:39","U","2019-12-06 02:40:00","그 밖의 대규모점포","385017.803672063","191676.422509467","준대규모점포",
"2966","대규모점포","08_25_01_P","3390000","2000339001507500004","1978-05-04","","03","폐업","3","폐업처리","2005-09-15","","","","051 3165043","95.2","","부산광역시 사상구 주례동 55번지 139 호","부산광역시 사상구 냉정로 120 (주례동)","","냉정시장","2007-08-10 18:08:45","I","2018-08-31 23:59:59","그 밖의 대규모점포","383394.643145604","185210.631075375","",
"2967","대규모점포","08_25_01_P","3390000","2000339001507500020","1999-05-28","","03","폐업","3","폐업처리","2003-04-30","","","","0236680300","3506.93","","부산광역시 사상구 괘법동 531번지 2호","부산광역시 사상구 광장로 17 (괘법동)","","콘티코","2009-02-20 17:35:59","I","2018-08-31 23:59:59","그 밖의 대규모점포","380225.635402132","186791.51940672","",
"2968","대규모점포","08_25_01_P","3390000","2005339001507500003","2005-04-06","","03","폐업","3","폐업처리","2019-10-29","","","","051 310 1051","8306","617-723","부산광역시 사상구 감전동 502번지 1호","부산광역시 사상구 낙동대로 910 (감전동)","617-805","(주)이마트 서부산점","2020-04-22 16:11:50","U","2020-04-24 02:40:00","대형마트","379554.826788489","184301.128962727","대규모점포",
"2969","대규모점포","08_25_01_P","3700000","2012370007807500001","2012-04-23","","03","폐업","3","폐업처리","2016-02-13","","","","052-256-8441","1973.82","","","울산광역시 남구 문수로 154-4 (옥동)","680-843","GS슈퍼 울산옥동점","2016-11-11 15:24:17","I","2018-08-31 23:59:59","","","","준대규모점포",
"2970","대규모점포","08_25_01_P","3720000","2005372003907500001","2005-04-01","","03","폐업","3","폐업처리","2009-06-15","","","","052 289 8871","151.2","","울산광역시 북구 연암동 507번지 4호","","","울산세양공구타운","2009-12-15 12:20:04","I","2018-08-31 23:59:59","그 밖의 대규모점포","414549.983104301","233731.209406328","",
"2971","대규모점포","08_25_01_P","4640000","2008464032407500002","2012-10-29","","03","폐업","3","폐업처리","2015-12-29","","","","063 288 7700","1913","560-241","전라북도 전주시완산구 효자동1가 444번지","전라북도 전주시 완산구 용머리로 46 (효자동1가)","","전주마트","2015-12-29 18:03:37","I","2018-08-31 23:59:59","그 밖의 대규모점포","210396.713757185","256203.674495787","대규모점포",
"2972","대규모점포","08_25_01_P","4640000","2011464036307500005","2011-12-14","","03","폐업","3","폐업처리","2020-08-20","","","","242-6211","676.9","","","전라북도 전주시 덕진구 팽나무4길 7 (인후동1가)","561-870","(주)지에스리테일 GS수퍼 전주인후점","2020-08-20 16:04:47","U","2020-08-22 02:40:00","그 밖의 대규모점포","213941.210019418","259537.40504121","준대규모점포",
"2973","대규모점포","08_25_01_P","4640000","1983400000007500000","1983-09-21","","03","폐업","3","폐업처리","2010-08-23","","","","063 2801681","0","","전라북도 전주시완산구 서노송동 호 627-1","","","코아백화점","2013-01-04 10:16:48","I","2018-08-31 23:59:59","백화점","","","대규모점포",
